USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
visawant   11461  1.8  1.1 35219064 361004 ?     Sl   May25 575:15 /opt/google/chrome/chrome --type=gpu-process --string-annotations --crashpad-handler-pid=11422 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --use-gl=angle --use-angle=swiftshader-webgl --shared-files --field-trial-handle=3,i,8941308438117210263,17034405471898854915,262144 --disable-features=EyeDropper --variations-seed-version=20250522-180032.381000
visawant   11463  0.3  0.4 34196508 144472 ?     Sl   May25 120:05 /opt/google/chrome/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-GB --service-sandbox-type=none --string-annotations --crashpad-handler-pid=11422 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8941308438117210263,17034405471898854915,262144 --disable-features=EyeDropper --variations-seed-version=20250522-180032.381000
visawant   11473  0.0  0.1 34493836 57500 ?      Sl   May25   5:44 /opt/google/chrome/chrome --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-GB --service-sandbox-type=utility --string-annotations --crashpad-handler-pid=11422 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8941308438117210263,17034405471898854915,262144 --disable-features=EyeDropper --variations-seed-version=20250522-180032.381000
visawant   11508  0.1  0.5 1212663060 185000 ?   Sl   May25  30:56 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=11422 --enable-crash-reporter=, --extension-process --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1748153870967396 --launch-time-ticks=19646780975 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8941308438117210263,17034405471898854915,262144 --disable-features=EyeDropper --variations-seed-version=20250522-180032.381000
visawant   11533  0.0  1.2 1214372236 399944 ?   Sl   May25  11:37 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=11422 --enable-crash-reporter=, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=10 --time-ticks-at-unix-epoch=-1748153870967396 --launch-time-ticks=19646940056 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8941308438117210263,17034405471898854915,262144 --disable-features=EyeDropper --variations-seed-version=20250522-180032.381000
visawant   11595  0.3  0.9 1212713568 319780 ?   Sl   May25 110:50 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=11422 --enable-crash-reporter=, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=8 --time-ticks-at-unix-epoch=-1748153870967396 --launch-time-ticks=19647221133 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8941308438117210263,17034405471898854915,262144 --disable-features=EyeDropper --variations-seed-version=20250522-180032.381000
visawant   11981  0.3  0.2 34240888 71936 ?      Sl   May25  91:17 /opt/google/chrome/chrome --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-GB --service-sandbox-type=none --string-annotations --crashpad-handler-pid=11422 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8941308438117210263,17034405471898854915,262144 --disable-features=EyeDropper --variations-seed-version=20250522-180032.381000
visawant   12506  0.0  0.5 1212633000 172384 ?   Sl   May25   1:29 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=11422 --enable-crash-reporter=, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=32 --time-ticks-at-unix-epoch=-1748153870967396 --launch-time-ticks=19653232828 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8941308438117210263,17034405471898854915,262144 --disable-features=EyeDropper --variations-seed-version=20250522-180032.381000
visawant   13109  0.0  1.6 1214390312 532192 ?   Sl   May25  13:24 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=11422 --enable-crash-reporter=, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=11 --time-ticks-at-unix-epoch=-1748153870967396 --launch-time-ticks=19662027174 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8941308438117210263,17034405471898854915,262144 --disable-features=EyeDropper --variations-seed-version=20250522-180032.381000
visawant   13216  0.0  1.1 1214373764 373424 ?   Sl   May25   7:59 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=11422 --enable-crash-reporter=, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=16 --time-ticks-at-unix-epoch=-1748153870967396 --launch-time-ticks=19675846762 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8941308438117210263,17034405471898854915,262144 --disable-features=EyeDropper --variations-seed-version=20250522-180032.381000
visawant   13244  0.0  0.6 1212655956 211164 ?   Sl   May25  25:50 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=11422 --enable-crash-reporter=, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=14 --time-ticks-at-unix-epoch=-1748153870967396 --launch-time-ticks=19678178670 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8941308438117210263,17034405471898854915,262144 --disable-features=EyeDropper --variations-seed-version=20250522-180032.381000
visawant   13369  0.0  0.5 1212638672 166592 ?   Sl   May25   2:27 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=11422 --enable-crash-reporter=, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=46 --time-ticks-at-unix-epoch=-1748153870967396 --launch-time-ticks=19693325683 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8941308438117210263,17034405471898854915,262144 --disable-features=EyeDropper --variations-seed-version=20250522-180032.381000
visawant   13408  0.0  1.0 1212669364 354388 ?   Sl   May25  18:26 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=11422 --enable-crash-reporter=, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=13 --time-ticks-at-unix-epoch=-1748153870967396 --launch-time-ticks=19698278975 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8941308438117210263,17034405471898854915,262144 --disable-features=EyeDropper --variations-seed-version=20250522-180032.381000
visawant   13759  0.0  0.0 685840 10056 ?        Sl   May25   0:01 /usr/libexec/gvfsd-network --spawner :1.7 /org/gtk/gvfs/exec_spaw/1
visawant   13768  0.0  0.0 613916  9448 ?        Sl   May25   0:02 /usr/libexec/gvfsd-dnssd --spawner :1.7 /org/gtk/gvfs/exec_spaw/2
visawant   13774  0.0  0.0 612516 10108 ?        Sl   May25   0:14 /usr/libexec/gvfsd-wsdd --spawner :1.7 /org/gtk/gvfs/exec_spaw/3
visawant   13779  0.0  0.0 263124 16292 ?        S    May25   0:26 /usr/bin/python3 /usr/bin/wsdd --no-host --discovery --listen /run/user/1000/gvfsd/wsdd
visawant   36108  0.0  0.0   3672  1980 ?        S    May26   0:00 /usr/bin/bwrap --args 42 -- com.slack.Slack
visawant   36125  0.0  0.0   3672  1916 ?        S    May26   0:00 /usr/bin/bwrap --args 42 -- /usr/bin/xdg-dbus-proxy --args=45
visawant   36126  0.0  0.0 457208  7908 ?        Sl   May26   0:31 /usr/bin/xdg-dbus-proxy --args=45
visawant   36129  0.0  0.0   3680  1412 ?        S    May26   0:00 /usr/bin/bwrap --args 42 -- com.slack.Slack
visawant   36130  0.0  0.0   7728  1080 ?        S    May26   0:00 /bin/bash /app/bin/com.slack.Slack
visawant   36132  0.0  0.4 1460765548 132356 ?   Sl   May26  22:02 /app/extra/slack -s --enable-features=WebRTCPipeWireCapturer
visawant   36140  0.0  0.0 34072528 13380 ?      S    May26   0:00 /app/extra/slack --type=zygote --no-zygote-sandbox
visawant   36142  0.0  0.0      0     0 ?        Z    May26   0:00 [zypak-sandbox] <defunct>
visawant   36144  0.0  0.0   5848  1008 ?        S    May26   0:00 cat
visawant   36145  0.0  0.0   5848  1088 ?        S    May26   0:00 cat
visawant   36147  0.0  0.0   3672  1908 ?        Ss   May26   0:00 /usr/bin/bwrap --args 43 -- /app/bin/zypak-helper child - /app/extra/slack --type=zygote
visawant   36159  0.0  0.0   3672  1348 ?        S    May26   0:00 /usr/bin/bwrap --args 43 -- /app/bin/zypak-helper child - /app/extra/slack --type=zygote
visawant   36160  0.0  0.0 34075240 16208 ?      S    May26   0:00 /app/extra/slack --type=zygote
visawant   36180  0.0  0.0 33575820 1304 ?       Sl   May26   0:00 /app/extra/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-upload-gzip --database=/home/visawant/.var/app/com.slack.Slack/config/Slack/Crashpad --url=https://slack.com/apps/sentryproxy/api/5277886/minidump/?sentry_key=fd30fe469dbf4aec9db40548e5acf91e --annotation=_productName=Slack --annotation=_version=4.43.52 --annotation=lsb-release=Freedesktop SDK 24.08 (Flatpak runtime) --annotation=plat=Linux --annotation=prod=Electron --annotation=sentry___initialScope={"release":"Slack@4.43.52","environment":"production","user":{"id":"d57ff093-a04c-42aa-8785-0830ae0f7cba"},"tags":{"uuid":"d57ff093-a04c-42aa-8785-0830ae0f7cba"},"extra":{"sessionId":"ZDU3ZmYwOTMtYTA0Yy00MmFhLTg3ODUtMDgzMGFlMGY3Y2JhXzE3NDgyMzk4OTk5MTE="}} --annotation=ver=35.1.2 --initial-client-fd=53 --shared-client-connection
visawant   36193  0.9  0.2 34480816 77124 ?      Sl   May26 287:13 /app/extra/slack --type=zygote --no-zygote-sandbox
visawant   36202  0.0  0.1 33892972 33636 ?      Sl   May26   6:39 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=37 --enable-crash-reporter=37b9c6f2-abd4-4d02-ae55-8d89c5067a80,no_channel --user-data-dir=/home/visawant/.var/app/com.slack.Slack/config/Slack --standard-schemes=app,slack-webapp-dev --enable-sandbox --secure-schemes=app,slack-webapp-dev --bypasscsp-schemes=slack-webapp-dev --cors-schemes=slack-webapp-dev --fetch-schemes=slack-webapp-dev --service-worker-schemes=slack-webapp-dev --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,3142009765854550099,3270838012039856819,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,PdfUseShowSaveFilePicker,WebRTCPipeWireCapturer --disable-features=AllowAggressiveThrottlingWithWebSocket,CalculateNativeWinOcclusion,EnableOopPrintDrivers,EnableWatermarkView,EnumerateDevicesRelaxedCache,HardwareMediaKeyHandling,IntensiveWakeUpThrottling,LogJsConsoleMessages,PostQuantumKyber,RequestInitiatorSiteLockEnfocement,SkipEmptyDisplayHotplugEvent,SpareRendererForSitePerProcess,WebRtcHideLocalIpsWithMdns,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version
visawant   36260  0.0  0.0  18748  8576 ?        S    May26   0:07 p11-kit-remote --provider p11-kit-trust.so pkcs11:model=p11-kit-trust?write-protected=yes
visawant   36282  0.0  0.0 33936936 18784 ?      Sl   May26   1:30 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=37 --enable-crash-reporter=37b9c6f2-abd4-4d02-ae55-8d89c5067a80,no_channel --user-data-dir=/home/visawant/.var/app/com.slack.Slack/config/Slack --standard-schemes=app,slack-webapp-dev --enable-sandbox --secure-schemes=app,slack-webapp-dev --bypasscsp-schemes=slack-webapp-dev --cors-schemes=slack-webapp-dev --fetch-schemes=slack-webapp-dev --service-worker-schemes=slack-webapp-dev --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,3142009765854550099,3270838012039856819,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,PdfUseShowSaveFilePicker,WebRTCPipeWireCapturer --disable-features=AllowAggressiveThrottlingWithWebSocket,CalculateNativeWinOcclusion,EnableOopPrintDrivers,EnableWatermarkView,EnumerateDevicesRelaxedCache,HardwareMediaKeyHandling,IntensiveWakeUpThrottling,LogJsConsoleMessages,PostQuantumKyber,RequestInitiatorSiteLockEnfocement,SkipEmptyDisplayHotplugEvent,SpareRendererForSitePerProcess,WebRtcHideLocalIpsWithMdns,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version
visawant   36909  0.0  0.0      0     0 ?        Z    May26   0:00 [nm-openvpn-auth] <defunct>
visawant   37697  0.0  0.6 1216065052 203412 ?   Sl   May26   1:14 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=11422 --enable-crash-reporter=, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=230 --time-ticks-at-unix-epoch=-1748153870967396 --launch-time-ticks=42581693860 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8941308438117210263,17034405471898854915,262144 --disable-features=EyeDropper --variations-seed-version=20250522-180032.381000
visawant   37710  0.0  0.6 1214368524 205708 ?   Sl   May26   1:33 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=11422 --enable-crash-reporter=, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=229 --time-ticks-at-unix-epoch=-1748153870967396 --launch-time-ticks=42584349492 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8941308438117210263,17034405471898854915,262144 --disable-features=EyeDropper --variations-seed-version=20250522-180032.381000
visawant   38115  0.0  0.2 913908 86556 ?        Ssl  May26  18:14 /usr/libexec/gnome-terminal-server
visawant   38125  0.0  0.0 231696  6232 pts/0    Ss+  May26   0:05 bash
root       44058  0.0  0.0 2286412 22740 ?       Ssl  May26   1:17 /usr/libexec/snapd/snapd
visawant   46140  0.0  0.0 230252  4008 pts/1    Ss   May26   0:00 bash
visawant   46167  0.0  0.0 231636  5832 pts/2    Ss+  May26   0:00 bash
visawant   46214  0.0  0.0 226964  1960 pts/1    S+   May26   0:00 tail -f logs/robottelo.log
visawant   46219  0.0  0.0   8032  4672 ?        S    May26   0:00 /usr/bin/ssh-agent -D -a /run/user/1000/keyring/.ssh
visawant   49113  0.0  0.0 547020 10688 ?        Sl   May26   0:00 /usr/libexec/gvfsd-http --spawner :1.7 /org/gtk/gvfs/exec_spaw/4
visawant   50193  0.0  0.2 2020160 73632 ?       Sl   May26   1:25 /usr/bin/gnome-text-editor
visawant   52793  0.0  0.0 230120  4504 pts/3    Ss+  May26   0:00 bash
visawant   66522  0.0  0.6 1212678352 227008 ?   Sl   May26   2:33 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=11422 --enable-crash-reporter=, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=22 --time-ticks-at-unix-epoch=-1748153870967396 --launch-time-ticks=68537408930 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8941308438117210263,17034405471898854915,262144 --disable-features=EyeDropper --variations-seed-version=20250522-180032.381000
visawant  104257  3.1 11.8 9717448 3847976 ?     SLl  May27 864:07 /var/lib/snapd/snap/pycharm-community/471/bin/pycharm
visawant  129752  0.0  0.0 611556  9032 ?        Sl   May27   0:00 /usr/libexec/gvfsd-recent --spawner :1.7 /org/gtk/gvfs/exec_spaw/5
visawant  148894  0.0  0.0      0     0 ?        Z    May28   0:00 [nm-openvpn-auth] <defunct>
visawant  148921  0.0  0.0      0     0 ?        Z    May28   0:00 [nm-openvpn-auth] <defunct>
visawant  177403  0.0  0.0      0     0 ?        Z    May29   0:00 [nm-openvpn-auth] <defunct>
visawant  199453  0.0  0.0      0     0 ?        Z    May29   0:00 [nm-openvpn-auth] <defunct>
visawant  223453  0.0  0.0      0     0 ?        Z    May30   0:00 [nm-openvpn-auth] <defunct>
visawant  234804  0.0  0.0 231176  3672 pts/4    Ss+  May30   0:00 /bin/bash --rcfile /var/lib/snapd/snap/pycharm-community/471/plugins/terminal/shell-integrations/bash/bash-integration.bash -i
visawant  243361  0.0  0.0 230120  4420 pts/5    Ss+  May30   0:00 bash
visawant  248503  0.0  1.1 1214386724 376028 ?   Sl   May30   6:13 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=11422 --enable-crash-reporter=, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=1795 --time-ticks-at-unix-epoch=-1748153870967396 --launch-time-ticks=236563537562 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8941308438117210263,17034405471898854915,262144 --disable-features=EyeDropper --variations-seed-version=20250522-180032.381000
visawant  249679  0.0  0.0      0     0 ?        Z    May30   0:00 [nm-openvpn-auth] <defunct>
visawant  261265  0.0  0.0 231440  5156 pts/10   Ss+  May31   0:00 bash
visawant  337444  0.0  1.1 1214380952 381392 ?   Sl   Jun02   4:24 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=11422 --enable-crash-reporter=, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=2353 --time-ticks-at-unix-epoch=-1748153870967396 --launch-time-ticks=313559094554 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8941308438117210263,17034405471898854915,262144 --disable-features=EyeDropper --variations-seed-version=20250522-180032.381000
visawant  337955  0.0  0.8 1212685488 271440 ?   Sl   Jun02   6:30 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=11422 --enable-crash-reporter=, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=2366 --time-ticks-at-unix-epoch=-1748153870967396 --launch-time-ticks=313921991797 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8941308438117210263,17034405471898854915,262144 --disable-features=EyeDropper --variations-seed-version=20250522-180032.381000
visawant  338421  0.0  0.0 449996  2820 ?        Ssl  Jun02   0:09 gpg-agent --homedir /home/visawant/.gnupg --use-standard-socket --daemon
visawant  338423  0.0  0.0 302876  2720 ?        SLl  Jun02   0:00 scdaemon --multi-server
visawant  345885  0.0  0.0      0     0 ?        Z    Jun03   0:00 [nm-openvpn-auth] <defunct>
visawant  349574  0.0  0.0      0     0 ?        Z    Jun03   0:00 [nm-openvpn-auth] <defunct>
visawant  388320  0.0  0.0      0     0 ?        Z    Jun04   0:00 [nm-openvpn-auth] <defunct>
visawant  392239  0.0  1.1 1214378612 361028 ?   Sl   Jun04   3:22 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=11422 --enable-crash-reporter=, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=2794 --time-ticks-at-unix-epoch=-1748153870967396 --launch-time-ticks=355888476772 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8941308438117210263,17034405471898854915,262144 --disable-features=EyeDropper --variations-seed-version=20250522-180032.381000
visawant  399582  0.0  0.0      0     0 ?        Z    Jun04   0:00 [nm-openvpn-auth] <defunct>
visawant  402475  0.0  0.0 34312988 13804 ?      S    Jun04   0:00 /var/lib/snapd/snap/pycharm-community/471/jbr/lib/jcef_helper --type=zygote --no-zygote-sandbox --disable-in-process-stack-traces --force-device-scale-factor=1.0 --locales-dir-path=/var/lib/snapd/snap/pycharm-community/471/jbr/lib/locales --log-severity=disable --resources-dir-path=/var/lib/snapd/snap/pycharm-community/471/jbr/lib --lang=en-US --user-data-dir=/home/visawant/.cache/JetBrains/PyCharmCE2025.1/jcef_cache --log-file=/home/visawant/jcef_104257.log
visawant  402476  0.0  0.0 34312976 13804 ?      S    Jun04   0:00 /var/lib/snapd/snap/pycharm-community/471/jbr/lib/jcef_helper --type=zygote --disable-in-process-stack-traces --force-device-scale-factor=1.0 --locales-dir-path=/var/lib/snapd/snap/pycharm-community/471/jbr/lib/locales --log-severity=disable --resources-dir-path=/var/lib/snapd/snap/pycharm-community/471/jbr/lib --lang=en-US --user-data-dir=/home/visawant/.cache/JetBrains/PyCharmCE2025.1/jcef_cache --log-file=/home/visawant/jcef_104257.log
visawant  402478  0.0  0.0 34313008 2208 ?       S    Jun04   0:00 /var/lib/snapd/snap/pycharm-community/471/jbr/lib/jcef_helper --type=zygote --disable-in-process-stack-traces --force-device-scale-factor=1.0 --locales-dir-path=/var/lib/snapd/snap/pycharm-community/471/jbr/lib/locales --log-severity=disable --resources-dir-path=/var/lib/snapd/snap/pycharm-community/471/jbr/lib --lang=en-US --user-data-dir=/home/visawant/.cache/JetBrains/PyCharmCE2025.1/jcef_cache --log-file=/home/visawant/jcef_104257.log
visawant  402494  0.0  0.0 35814384 23412 ?      Sl   Jun04   0:05 /var/lib/snapd/snap/pycharm-community/471/jbr/lib/jcef_helper --type=gpu-process --locales-dir-path=/var/lib/snapd/snap/pycharm-community/471/jbr/lib/locales --log-severity=disable --resources-dir-path=/var/lib/snapd/snap/pycharm-community/471/jbr/lib --lang=en-US --user-data-dir=/home/visawant/.cache/JetBrains/PyCharmCE2025.1/jcef_cache --gpu-preferences=WAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAAGAAAAAAAAAAYAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --disable-in-process-stack-traces --log-file=/home/visawant/jcef_104257.log --shared-files --field-trial-handle=0,i,7508024439553530030,8167959909490626733,262144 --disable-features=SpareRendererForSitePerProcess --variations-seed-version
visawant  402620  0.0  0.0 1160800 16816 ?       Sl   Jun04   0:01 /var/lib/snapd/snap/pycharm-community/471/jbr/lib/jcef_helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-GB --service-sandbox-type=none --locales-dir-path=/var/lib/snapd/snap/pycharm-community/471/jbr/lib/locales --log-severity=disable --resources-dir-path=/var/lib/snapd/snap/pycharm-community/471/jbr/lib --lang=en-US --user-data-dir=/home/visawant/.cache/JetBrains/PyCharmCE2025.1/jcef_cache --disable-in-process-stack-traces --log-file=/home/visawant/jcef_104257.log --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,7508024439553530030,8167959909490626733,262144 --disable-features=SpareRendererForSitePerProcess --variations-seed-version
visawant  402928  0.0  0.0 34608444 7876 ?       Sl   Jun04   0:00 /var/lib/snapd/snap/pycharm-community/471/jbr/lib/jcef_helper --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-GB --service-sandbox-type=utility --locales-dir-path=/var/lib/snapd/snap/pycharm-community/471/jbr/lib/locales --log-severity=disable --resources-dir-path=/var/lib/snapd/snap/pycharm-community/471/jbr/lib --lang=en-US --user-data-dir=/home/visawant/.cache/JetBrains/PyCharmCE2025.1/jcef_cache --disable-in-process-stack-traces --log-file=/home/visawant/jcef_104257.log --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,7508024439553530030,8167959909490626733,262144 --disable-features=SpareRendererForSitePerProcess --variations-seed-version
visawant  402934  0.0  0.0 50409284 11116 ?      Sl   Jun04   0:01 /var/lib/snapd/snap/pycharm-community/471/jbr/lib/jcef_helper --type=renderer --locales-dir-path=/var/lib/snapd/snap/pycharm-community/471/jbr/lib/locales --log-severity=disable --resources-dir-path=/var/lib/snapd/snap/pycharm-community/471/jbr/lib --user-data-dir=/home/visawant/.cache/JetBrains/PyCharmCE2025.1/jcef_cache --disable-in-process-stack-traces --autoplay-policy=no-user-gesture-required --force-device-scale-factor=1.0 --log-file=/home/visawant/jcef_104257.log --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1748673383482208 --launch-time-ticks=363936767692 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,7508024439553530030,8167959909490626733,262144 --disable-features=SpareRendererForSitePerProcess --variations-seed-version
visawant  412422  0.0  0.0      0     0 ?        Z    Jun04   0:00 [nm-openvpn-auth] <defunct>
visawant  423527  0.0  0.0 232668 17436 ?        Ssl  Jun04   0:00 /usr/lib64/firefox/firefox --dbus-service /usr/bin/firefox
visawant  423668  1.1  2.3 12667728 750604 ?     Sl   Jun04 173:37 /usr/lib64/firefox/firefox
visawant  423749  0.0  0.0 211776 27316 ?        Sl   Jun04   0:00 /usr/lib64/firefox/firefox -contentproc -parentBuildID 20250103020020 -prefsHandle 0 -prefsLen 37193 -prefMapHandle 1 -prefMapSize 263454 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {86c0c050-958f-4f53-81a7-cd1705e8459e} -parentPid 423668 -crashReporter 5 -appDir /usr/lib64/firefox/browser 1 socket
visawant  423780  0.0  1.3 3260864 447136 ?      Sl   Jun04   4:38 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 37334 -prefMapHandle 1 -prefMapSize 263454 -jsInitHandle 2 -jsInitLen 254356 -parentBuildID 20250103020020 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8350c3fe-198c-4624-a887-b5203689b922} -parentPid 423668 -crashReporter 6 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 2 tab
visawant  423784  0.0  0.1 469976 38168 ?        Sl   Jun04   3:58 /usr/lib64/firefox/firefox -contentproc -parentBuildID 20250103020020 -prefsHandle 0 -prefsLen 37334 -prefMapHandle 1 -prefMapSize 263454 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {30b881bc-d1f9-4c7b-b914-bfe210e2f4ed} -parentPid 423668 -crashReporter 5 -appDir /usr/lib64/firefox/browser 3 rdd
